Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
h. H Montgomery,TRUE,H. H MONTGOMERY,,,H MONTGOMERY,,,,,start with h,,MONTGOMERY,,,H,,,,,,,,,,,,,
h. 221 Elizabeth,TRUE,H. 221 ELIZABETH,221,ELIZABETH,,,,,,start with h,221,ELIZABETH,,,,,,,,,,,,,,,,
"254 South &301 Front, h. 220 Madison",TRUE,H. 220 MADISON,220,MADISON,,254 South &301 Front,254,South &301 Front,,start with h,220,MADISON,,,,,,,,,,,,,,,,
h. 7 Patchin pl,TRUE,H. 7 PATCHIN PL,7,PATCHIN PL,,,,,,start with h,7,PATCHIN PL,,,,,,,,,,,,,,,,
h. 141 Norfolk,TRUE,H. 141 NORFOLK,141,NORFOLK,,,,,,start with h,141,NORFOLK,,,,,,,,,,,,,,,,
"289 Grand, h. 289 Grand",TRUE,H. 289 GRAND,289,GRAND,,289 Grand,289,Grand,,start with h,289,GRAND,,,,,,,,,,,,,,,,
"87 Mangin, h. 53 Mangin",TRUE,H. 53 MANGIN,53,MANGIN,,87 Mangin,87,Mangin,,start with h,53,MANGIN,,,,,,,,,,,,,,,,
"59 Broadway, h. 98 Columbia , Brooklyn",TRUE,"H. 98 COLUMBIA , BROOKLYN",98,"COLUMBIA ,",BROOKLYN,59 Broadway,59,Broadway,,start with h,98,COLUMBIA,BROOKLYN,,",",,,,,,,,,,,,,
"59 Broadway, h. 39 Twelfth",TRUE,H. 39 12TH,39,TWELFTH,,59 Broadway,59,Broadway,,start with h,39,12,,,TH,,,,,,,,,,,,,
h. 56 Columbia,TRUE,H. 56 COLUMBIA,56,COLUMBIA,,,,,,start with h,56,COLUMBIA,,,,,,,,,,,,,,,,
"73 B.way, h. E. 28th n. Av. 3",TRUE,H. E. 28TH N. AV. 3,,,E. 28TH N. AV. 3,73 B.way,73,B.way,,start with h,,,,,TN. AV,E 28,3,near,,,,,,,,,,
"81 Av. 8, h. 43 Morton, &c",TRUE,H. 43 MORTON,43,MORTON,,81 Av. 8,81,Av. 8,,start with h,43,MORTON,,,,,,,,,,,,,,,,
"58 Liberty, h. Pacific c. Hoyt , Brooklyn",TRUE,"H. PACIFIC C. HOYT , BROOKLYN",,,"PACIFIC C. HOYT , BROOKLYN",58 Liberty,58,Liberty,,start with h,,,BROOKLYN,,"C.  ,",PACIFIC,HOYT,corner,,,,,,,,,,
"W. 15th c. Av. 7, h. 9 Tenth",TRUE,H. 9 10TH,9,TENTH,,W. 15th c. Av. 7,,,W. 15th c. Av. 7,start with h,9,10,,,TH,,,,,,,,,,,,,
88 Wm. h. E. 15th n. Av. 1,Assume,88 WM. H. E. 15TH N. AV. 1,88,WM. H. E. 15TH N. AV. 1,,,,,,h in between,,,,,TH N. AV,E 15,1,near,,,88,,,,,,WM.,
"56 South, h. 167 Hudsn",TRUE,H. 167 HUDSN,167,HUDSN,,56 South,56,South,,start with h,,167,,,HUDSN,,,,,,,,,,,,,
"62 John, h. Wmsburg",TRUE,H. WMSBURG,,,,62 John,62,John,,start with h,,,WMSBURG,,,,,,,,,,,,,,,
h. 31 Renwick,TRUE,H. 31 RENWICK,31,RENWICK,,,,,,start with h,31,RENWICK,,,,,,,,,,,,,,,,
h. 5 Av. 9,TRUE,H. 5 AV. 9,5,AV. 9,,,,,,start with h,5,9,,,AV,,,,,,,,,,,,,
"72 W. Broadway, h. 3 Sullivan",TRUE,H. 3 SULLIVAN,3,SULLIVAN,,72 W. Broadway,72,W. Broadway,,start with h,3,SULLIVAN,,,,,,,,,,,,,,,,
"107 E. 11th, h. 196 Av. 1",TRUE,H. 196 AV. 1,196,AV. 1,,107 E. 11th,107,E. 11th,,start with h,196,1,,,96 AV,,,,,,,,,,,,,
"64 Suffolk, h. 64 Suffolk",TRUE,H. 64 SUFFOLK,64,SUFFOLK,,64 Suffolk,64,Suffolk,,start with h,64,SUFFOLK,,,,,,,,,,,,,,,,
"101 Front, h. 62 Hudson",TRUE,H. 62 HUDSON,62,HUDSON,,101 Front,101,Front,,start with h,62,HUDSON,,,,,,,,,,,,,,,,
h. Ravenswood,TRUE,H. RAVENSWOOD,,,,,,,,start with h,,,RAVENSWOOD,,,,,,,,,,,,,,,
"74 Wall, h. 40 Beach",TRUE,H. 40 BEACH,40,BEACH,,74 Wall,74,Wall,,start with h,40,BEACH,,,,,,,,,,,,,,,,
h. 551 Av.6,TRUE,H. 551 AV.6,551,AV.6,,,,,,start with h,551,6,,,AV,,,,,,,,,,,,,
"699 G.wich, h. Perry",TRUE,H. PERRY,,,,699 G.wich,699,G.wich,,start with h,,PERRY,,,,,,,,,,,,,,,,
"56 South, h. 167 Hudson",TRUE,H. 167 HUDSON,167,HUDSON,,56 South,56,South,,start with h,167,HUDSON,,,,,,,,,,,,,,,,
h. 6 Abingdon pl,TRUE,H. 6 ABINGDON PL,6,ABINGDON PL,,,,,,start with h,,6,,,ABINGDON PL,,,,,,,,,,,,,
"229 Av. 10, h. 165 W. 17th",TRUE,H. 165 W. 17TH,165,W. 17TH,,229 Av. 10,229,Av. 10,,start with h,165,W 17,,,TH,,,,,,,,,,,,,
"58 Liberty, h. Pacific c. Hoyt , Brooklyn",TRUE,"H. PACIFIC C. HOYT , BROOKLYN",,,"PACIFIC C. HOYT , BROOKLYN",58 Liberty,58,Liberty,,start with h,,,BROOKLYN,,"C.  ,",PACIFIC,HOYT,corner,,,,,,,,,,
"actuary N. Life ins. co. 106 B.way, h. Ravenswood",TRUE,H. RAVENSWOOD,,,,actuary N. Life ins. co. 106 B.way,,,actuary N. Life ins. co. 106 B.way,start with h,,,RAVENSWOOD,,,,,,,,,,,,,,,
"61 Front, h. Brooklyn",TRUE,H. BROOKLYN,,,,61 Front,61,Front,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"Av. 8 n. W. 42d, h. Christopher n. Hudson",TRUE,H. CHRISTOPHER N. HUDSON,,,CHRISTOPHER N. HUDSON,Av. 8 n. W. 42d,8,n. W. 42d,,start with h,,,,,N.,CHRISTOPHER,HUDSON,near,,,,,,,,,,
h. 123 Christopher,TRUE,H. 123 CHRISTOPHER,123,CHRISTOPHER,,,,,,start with h,123,CHRISTOPHER,,,,,,,,,,,,,,,,
"50 Av. 3, h. 183 Lauras",TRUE,H. 183 LAURAS,183,LAURAS,,50 Av. 3,50,Av. 3,,start with h,,183,AURA,,LS,,,,,,,,,,,,,
"18 Centre & 6 City Hall pl. & founder , Av. 4 b. 131st & 132d, h. 129th n. Av. 5",TRUE,H. 129TH N. AV. 5,,,129TH N. AV. 5,"18 Centre & 6 City Hall pl. & founder , Av. 4 b. 131st & 132d",18,"Centre & 6 City Hall pl. & founder , Av. 4 b. 131st & 132d",,start with h,,,,,TN. AV,129,5,near,,,,,,,,,,
"207 Duane, h. 207 Duane",TRUE,H. 207 DUANE,207,DUANE,,207 Duane,207,Duane,,start with h,207,DUANE,,,,,,,,,,,,,,,,
"292 Houston, h. 88 Rivington",TRUE,H. 88 RIVINGTON,88,RIVINGTON,,292 Houston,292,Houston,,start with h,88,RIVINGTON,,,,,,,,,,,,,,,,
"179 Av. 6, h. 179 Av. 6",TRUE,H. 179 AV. 6,179,AV. 6,,179 Av. 6,179,Av. 6,,start with h,179,6,,,AV,,,,,,,,,,,,,
"11 Duane & 241 William, h. 11 Duane",TRUE,H. 11 DUANE,11,DUANE,,11 Duane & 241 William,11,Duane & 241 William,,start with h,11,DUANE,,,,,,,,,,,,,,,,
"13W.B.way, h. 13 W. B.way",TRUE, H. 13 W. B.WAY,13,W. B.WAY,,13W.B.way,,,,start with h,,13,,,W B.WAY,,,,,,,,,,,,,
"42 Mott, h. Mott c. Walker",TRUE,H. MOTT C. WALKER,,,MOTT C. WALKER,42 Mott,42,Mott,,start with h,,,,,C.,MOTT,WALKER,corner,,,,,,,,,,
h. 318 Fifth,TRUE,H. 318 5TH,318,FIFTH,,,,,,start with h,318,5,,,TH,,,,,,,,,,,,,
"33 Cortlaiidt, h. 99 Laurens",TRUE,H. 99 LAURENS,99,LAURENS,,33 Cortlaiidt,33,Cortlaiidt,,start with h,,99,LAURENS,,,,,,,,,,,,,,,
h. 31 Washington pl,TRUE,H. 31 WASHINGTON PL,31,WASHINGTON PL,,,,,,start with h,31,WASHINGTON PL,,,,,,,,,,,,,,,,
"33 Cotton, h. 99 Laurens",TRUE,H. 99 LAURENS,99,LAURENS,,33 Cotton,33,Cotton,,start with h,,99,LAURENS,,,,,,,,,,,,,,,
"139 Pearl, h. 80 Thmpsn",TRUE,H. 80 THMPSN,80,THMPSN,,139 Pearl,139,Pearl,,start with h,,80,,,THMPSN,,,,,,,,,,,,,
"22 Fourth, h. 1 Warren pl",TRUE,H. 1 WARREN PL,1,WARREN PL,,22 Fourth,22,Fourth,,start with h,1,WARREN PL,,,,,,,,,,,,,,,,
"57 Suffolk, h. 301 Third",TRUE,H. 301 3RD,301,THIRD,,57 Suffolk,57,Suffolk,,start with h,301,3,,,01 RD,,,,,,,,,,,,,
"135 Nassau, h. 26 Cottage pl",TRUE,H. 26 COTTAGE PL,26,COTTAGE PL,,135 Nassau,135,Nassau,,start with h,26,COTTAGE PL,,,,,,,,,,,,,,,,
"Av. 10 n. W. 35th, h. Av. 10 n. W. 35th",TRUE,H. AV. 10 N. W. 35TH,10,N. W. 35TH,,Av. 10 n. W. 35th,10,n. W. 35th,,start with h,10,W 35,,,AV  N. TH,,,,,,,,,,,,,
"16 Ann, h. 577Brme",TRUE,H. 577BRME,,,,16 Ann,16,Ann,,start with h,,577,,,BRME,,,,,,,,,,,,,
"Av. 3 n. E. 35th, h. Av. 3 n. E. 35th",TRUE,H. AV. 3 N. E. 35TH,3,N. E. 35TH,,Av. 3 n. E. 35th,3,n. E. 35th,,start with h,3,E 35,,,AV  N. TH,,,,,,,,,,,,,
"313 Spring, h. 313 Spring",TRUE,H. 313 SPRING,313,SPRING,,313 Spring,313,Spring,,start with h,313,SPRING,,,,,,,,,,,,,,,,
h. 171 Charles,TRUE,H. 171 CHARLES,171,CHARLES,,,,,,start with h,171,CHARLES,,,,,,,,,,,,,,,,
h. Castle Garden,TRUE,H. CASTLE GARDEN,,,CASTLE GARDEN,,,,,start with h,,GARDEN,,,CASTLE,,,,,,,,,,,,,
"151 Nassau, h. 14 Charles",TRUE,H. 14 CHARLES,14,CHARLES,,151 Nassau,151,Nassau,,start with h,14,CHARLES,,,,,,,,,,,,,,,,
"71 Nassau, h. 13 E. 24th",TRUE,H. 13 E. 24TH,13,E. 24TH,,71 Nassau,71,Nassau,,start with h,13,E 24,,,TH,,,,,,,,,,,,,
"96 Broad, h. 96 Broad",TRUE,H. 96 BROAD,96,BROAD,,96 Broad,96,Broad,,start with h,96,BROAD,,,,,,,,,,,,,,,,
"128 Church, h. liSChrcn",TRUE,H. LISCHRCN,,,,128 Church,128,Church,,start with h,,,,,LISCHRCN,,,,,,,,,,,,,
"Av. 9 c.W. 39th, h. Av. 9 c. W. 39th  ,",TRUE,"H. AV. 9 C. W. 39TH  ,",9,"C. W. 39TH ,",,Av. 9 c.W. 39th,9,c.W. 39th,,start with h,9,W 39,,,"AV  C. T ,",,,,,,,,,,,,,
"1 Greenwich, h. Brooklyn  ,",TRUE,"H. BROOKLYN  ,",,,"BROOKLYN ,",1 Greenwich,1,Greenwich,,start with h,,,BROOKLYN,,",",,,,,,,,,,,,,
"16 King, h. 16 King",TRUE,H. 16 KING,16,KING,,16 King,16,King,,start with h,16,KING,,,,,,,,,,,,,,,,
"131 Delancy, h. 131 Delancy",TRUE,H. 131 DELANCY,131,DELANCY,,131 Delancy,131,Delancy,,start with h,,131,,,DELANCY,,,,,,,,,,,,,
"140 Water, h. 95 Attorney",TRUE,H. 95 ATTORNEY,95,ATTORNEY,,140 Water,140,Water,,start with h,95,ATTORNEY,,,,,,,,,,,,,,,,
"61 William, h. 95 Attorney",TRUE,H. 95 ATTORNEY,95,ATTORNEY,,61 William,61,William,,start with h,95,ATTORNEY,,,,,,,,,,,,,,,,
"187.5 G.wich, h. 141 Third",TRUE,H. 141 3RD,141,THIRD,,187.5 G.wich,,,187.5 G.wich,start with h,141,3,,,RD,,,,,,,,,,,,,
"62 John, h. 236 Spring",TRUE,H. 236 SPRING,236,SPRING,,62 John,62,John,,start with h,236,SPRING,,,,,,,,,,,,,,,,
"136 Water, h. 7 Union pl. Brooklyn",TRUE,H. 7 UNION PL. BROOKLYN,7,UNION PL.,BROOKLYN,136 Water,136,Water,,start with h,7,UNION PL,BROOKLYN,,.,,,,,,,,,,,,,
"819 B.way & W. B.way c. White, h. 819 Broadway",TRUE,H. 819 BROADWAY,819,BROADWAY,,819 B.way & W. B.way c. White,819,B.way & W. B.way c. White,,start with h,819,BROADWAY,,,,,,,,,,,,,,,,
"7 Chambers, h. 7 Chambers",TRUE,H. 7 CHAMBERS,7,CHAMBERS,,7 Chambers,7,Chambers,,start with h,7,CHAMBERS,,,,,,,,,,,,,,,,
"Av. 2 c. E. 24th, h. Av. 2 c. E. 24th",TRUE,H. AV. 2 C. E. 24TH,2,C. E. 24TH,,Av. 2 c. E. 24th,2,c. E. 24th,,start with h,2,AV C,,,AV  C. E 4TH,,,,,,,,,,,,,
h. 181 Laurens,TRUE,H. 181 LAURENS,181,LAURENS,,,,,,start with h,,181,LAURENS,,,,,,,,,,,,,,,
"134 BÃ¢ÂÂkman, h. 159 Chrystie",TRUE,H. 159 CHRYSTIE,159,CHRYSTIE,,134 BÃ¢ÂÂkman,134,BÃ¢ÂÂkman,,start with h,159,CHRYSTIE,,,,,,,,,,,,,,,,
h. 11 Mercer,TRUE,H. 11 MERCER,11,MERCER,,,,,,start with h,11,MERCER,,,,,,,,,,,,,,,,
"h. W. 32d , n. Av. 8",TRUE,"H. W. 32D , N. AV. 8",,,"W. 32D , N. AV. 8",,,,,start with h,,,,,"D , N. AV",W 32,8,near,,,,,,,,,,
"123 Willett, h. 123 WilÃ¢ÂÂt",TRUE,H. 123 WILÃÂÂT,123,WILÃÂÂT,,123 Willett,123,Willett,,start with h,,123,,,WILÃÂÂT,,,,,,,,,,,,,
"5 William, h. 217 Monroe",TRUE,H. 217 MONROE,217,MONROE,,5 William,5,William,,start with h,217,MONROE,,,,,,,,,,,,,,,,
"94 Mulberry, h. 94 Mulberry",TRUE,H. 94 MULBERRY,94,MULBERRY,,94 Mulberry,94,Mulberry,,start with h,94,MULBERRY,,,,,,,,,,,,,,,,
h. 38 Willett,TRUE,H. 38 WILLETT,38,WILLETT,,,,,,start with h,38,WILLETT,,,,,,,,,,,,,,,,
"45 Mulberry, h. 45 Mulberry",TRUE,H. 45 MULBERRY,45,MULBERRY,,45 Mulberry,45,Mulberry,,start with h,45,MULBERRY,,,,,,,,,,,,,,,,
"62 New, h. Brooklyn",TRUE,H. BROOKLYN,,,,62 New,62,New,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"6'2 New, h. 123 Charles",TRUE,H. 123 CHARLES,123,CHARLES,,6'2 New,,,6'2 New,start with h,123,CHARLES,,,,,,,,,,,,,,,,
"39 W. B.way, h. 36 Walker",TRUE,H. 36 WALKER,36,WALKER,,39 W. B.way,39,W. B.way,,start with h,36,WALKER,,,,,,,,,,,,,,,,
"67 Vesey, h. 325 Washington",TRUE,H. 325 WASHINGTON,325,WASHINGTON,,67 Vesey,67,Vesey,,start with h,325,WASHINGTON,,,,,,,,,,,,,,,,
"66 Cedar, h. 130 Fourth",TRUE,H. 130 4TH,130,FOURTH,,66 Cedar,66,Cedar,,start with h,130,4,,,TH,,,,,,,,,,,,,
h. 8 Rector,TRUE,H. 8 RECTOR,8,RECTOR,,,,,,start with h,8,RECTOR,,,,,,,,,,,,,,,,
"177 Prince, h. 39 Renwick",TRUE,H. 39 RENWICK,39,RENWICK,,177 Prince,177,Prince,,start with h,39,RENWICK,,,,,,,,,,,,,,,,
"478 B.way, h. 478 B.way",TRUE,H. 478 B.WAY,478,B.WAY,,478 B.way,478,B.way,,start with h,,478,,,B.WAY,,,,,,,,,,,,,
"180 Rivington, h. 180 Rivgtn",TRUE,H. 180 RIVGTN,180,RIVGTN,,180 Rivington,180,Rivington,,start with h,,180,,,RIVGTN,,,,,,,,,,,,,
"256 Fulton, h. 94 Murray",TRUE,H. 94 MURRAY,94,MURRAY,,256 Fulton,256,Fulton,,start with h,94,MURRAY,,,,,,,,,,,,,,,,
"246 Fifth, h. 246 Fifth",TRUE,H. 246 5TH,246,FIFTH,,246 Fifth,246,Fifth,,start with h,246,5,,,TH,,,,,,,,,,,,,
"63 Ann, h. 24 Stanton Ã¢ÂÂÃ¢ÂÂ",TRUE,H. 24 STANTON ÃÂÂÃÂÂ,24,STANTON ÃÂÂÃÂÂ,,63 Ann,63,Ann,,start with h,24,STANTON,,,ÃÂÂÃÂÂ,,,,,,,,,,,,,
h. 114 Chry-stie,TRUE,H. 114 CHRYSTIE,114,CHRY-STIE,,,,,,start with h,114,CHRYSTIE,,,,,,,,,,,,,,,,
"47 Cedar, h. 114 Chrystie",TRUE,H. 114 CHRYSTIE,114,CHRYSTIE,,47 Cedar,47,Cedar,,start with h,114,CHRYSTIE,,,,,,,,,,,,,,,,
"916 B.way, h. 916 B.way",TRUE,H. 916 B.WAY,916,B.WAY,,916 B.way,916,B.way,,start with h,,916,,,B.WAY,,,,,,,,,,,,,
"167 Pearl, h. Williamsburg",TRUE,H. WILLIAMSBURG,,,,167 Pearl,167,Pearl,,start with h,,,WILLIAMSBURG,,,,,,,,,,,,,,,
"E. 33d n. Av. 3, h. Lexgtn Av",TRUE,H. LEXGTN AV,,,LEXGTN AV,E. 33d n. Av. 3,,,E. 33d n. Av. 3,start with h,,,,,LEXGTN AV,,,,,,,,,,,,,
"135 Washington market, h. 10 Renwick",TRUE,H. 10 RENWICK,10,RENWICK,,135 Washington market,135,Washington market,,start with h,10,RENWICK,,,,,,,,,,,,,,,,
h. E. 26th n. Av. 4,TRUE,H. E. 26TH N. AV. 4,,,E. 26TH N. AV. 4,,,,,start with h,,,,,TN. AV,E 26,4,near,,,,,,,,,,
"234 Front, h. 420 Fourth",TRUE,H. 420 4TH,420,FOURTH,,234 Front,234,Front,,start with h,420,4,,,20 TH,,,,,,,,,,,,,
"h. 46 Sands , Brooklyn",TRUE,"H. 46 SANDS , BROOKLYN",46,"SANDS ,",BROOKLYN,,,,,start with h,46,SANDS,BROOKLYN,,",",,,,,,,,,,,,,
"354 Houston, h. 354 Houston",TRUE,H. 354 HOUSTON,354,HOUSTON,,354 Houston,354,Houston,,start with h,354,HOUSTON,,,,,,,,,,,,,,,,
h. 437 Av. 3,TRUE,H. 437 AV. 3,437,AV. 3,,,,,,start with h,437,3,,,47 AV,,,,,,,,,,,,,
"234 Front, h. 420 Fourth",TRUE,H. 420 4TH,420,FOURTH,,234 Front,234,Front,,start with h,420,4,,,20 TH,,,,,,,,,,,,,
"46 Cedar, h. 27 Market",TRUE,H. 27 MARKET,27,MARKET,,46 Cedar,46,Cedar,,start with h,27,MARKET,,,,,,,,,,,,,,,,
"115 John, h. Sheffield",TRUE,H. SHEFFIELD,,,,115 John,115,John,,start with h,,,,,SHEFFIELD,,,,,,,,,,,,,
"12 Broad, h. 26 Av. 8",TRUE,H. 26 AV. 8,26,AV. 8,,12 Broad,12,Broad,,start with h,26,8,,,AV,,,,,,,,,,,,,
"30 S.William, h. 19 Irving place",TRUE,H. 19 IRVING PLACE,19,IRVING PLACE,,30 S.William,30,S.William,,start with h,19,IRVING PL,,,ACE,,,,,,,,,,,,,
"22 Old slip, h. 389 Houston",TRUE,H. 389 HOUSTON,389,HOUSTON,,22 Old slip,22,Old slip,,start with h,389,HOUSTON,,,,,,,,,,,,,,,,
"E. 30th n. Av. 3, h. E. 30th n. Av. 3",TRUE,H. E. 30TH N. AV. 3,,,E. 30TH N. AV. 3,E. 30th n. Av. 3,,,E. 30th n. Av. 3,start with h,,,,,TN. AV,E 30,3,near,,,,,,,,,,
"h. 420 Fourth I Frost Thos. cabinet , E. 28th n. Av. 3, h. 367 Av. 3 I Frost Thomas, 543 Houston , h.83 Orchard",TRUE,H. 367 AV. 3 I FROST THOMAS,367,AV. 3 I FROST THOMAS,,"h. 420 Fourth I Frost Thos. cabinet , E. 28th n. Av. 3",420,"Fourth I Frost Thos. cabinet , E. 28th n. Av. 3",,start with h,367,THOMAS,,,AV 3 I FROST,,,,,,,,,,,,,
"501 G.wich, h. 501 G.wich",TRUE,H. 501 G.WICH,501,G.WICH,,501 G.wich,501,G.wich,,start with h,,501,,,G.WICH,,,,,,,,,,,,,
h. 206 Wooster,TRUE,H. 206 WOOSTER,206,WOOSTER,,,,,,start with h,206,WOOSTER,,,,,,,,,,,,,,,,
"68 South, h. 195 Henry",TRUE,H. 195 HENRY,195,HENRY,,68 South,68,South,,start with h,195,HENRY,,,,,,,,,,,,,,,,
h. Brooklyn,TRUE,H. BROOKLYN,,,,,,,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"68 South, h. 195 Henry",TRUE,H. 195 HENRY,195,HENRY,,68 South,68,South,,start with h,195,HENRY,,,,,,,,,,,,,,,,
h. 195 Henry,TRUE,H. 195 HENRY,195,HENRY,,,,,,start with h,195,HENRY,,,,,,,,,,,,,,,,
h. 722 Broadway,TRUE,H. 722 BROADWAY,722,BROADWAY,,,,,,start with h,722,BROADWAY,,,,,,,,,,,,,,,,
h. 30 Bayard,TRUE,H. 30 BAYARD,30,BAYARD,,,,,,start with h,30,BAYARD,,,,,,,,,,,,,,,,
"149 Cedar, h. 149 Cedar",TRUE,H. 149 CEDAR,149,CEDAR,,149 Cedar,149,Cedar,,start with h,149,CEDAR,,,,,,,,,,,,,,,,
"44 Wall, h. 101 Bank",TRUE,H. 101 BANK,101,BANK,,44 Wall,44,Wall,,start with h,101,BANK,,,,,,,,,,,,,,,,
"Av. 7 c. W. 40th, h. Av. 7 c. W , 40th",TRUE,"H. AV. 7 C. W , 40TH",7,"C. W , 40TH",,Av. 7 c. W. 40th,7,c. W. 40th,,start with h,7,AV C,,,"AV  C. W , 40TH",,,,,,,,,,,,,
"231 Houston, h. 231 Houston",TRUE,H. 231 HOUSTON,231,HOUSTON,,231 Houston,231,Houston,,start with h,231,HOUSTON,,,,,,,,,,,,,,,,
"104 Front, h. 127 Willow , Brooklyn",TRUE,"H. 127 WILLOW , BROOKLYN",127,"WILLOW ,",BROOKLYN,104 Front,104,Front,,start with h,127,WILLOW,BROOKLYN,,",",,,,,,,,,,,,,
"39 Wall, h. 621 Broadway",TRUE,H. 621 BROADWAY,621,BROADWAY,,39 Wall,39,Wall,,start with h,621,BROADWAY,,,,,,,,,,,,,,,,
h. 211 Elizabeth,TRUE,H. 211 ELIZABETH,211,ELIZABETH,,,,,,start with h,211,ELIZABETH,,,,,,,,,,,,,,,,
"195 Houston, h. 195 Houston",TRUE,H. 195 HOUSTON,195,HOUSTON,,195 Houston,195,Houston,,start with h,195,HOUSTON,,,,,,,,,,,,,,,,
"151 Front, h. Williamsburg",TRUE,H. WILLIAMSBURG,,,,151 Front,151,Front,,start with h,,,WILLIAMSBURG,,,,,,,,,,,,,,,
h. 33 Pike,TRUE,H. 33 PIKE,33,PIKE,,,,,,start with h,33,PIKE,,,,,,,,,,,,,,,,
h. 10 Av. 1,TRUE,H. 10 AV. 1,10,AV. 1,,,,,,start with h,10,1,,,0 AV,,,,,,,,,,,,,
h. 10 Av. 1,TRUE,H. 10 AV. 1,10,AV. 1,,,,,,start with h,10,1,,,0 AV,,,,,,,,,,,,,
h. 52 Crosby,TRUE,H. 52 CROSBY,52,CROSBY,,,,,,start with h,52,CROSBY,,,,,,,,,,,,,,,,
"85 Pearl, h. 154 Waverley pl",TRUE,H. 154 WAVERLEY PL,154,WAVERLEY PL,,85 Pearl,85,Pearl,,start with h,,154,,,WAVERLEY PL,,,,,,,,,,,,,
"150 Amos, h. 108 Christopher",TRUE,H. 108 CHRISTOPHER,108,CHRISTOPHER,,150 Amos,150,Amos,,start with h,108,CHRISTOPHER,,,,,,,,,,,,,,,,
"271 Pearl, h. 400 Broome",TRUE,H. 400 BROOME,400,BROOME,,271 Pearl,271,Pearl,,start with h,400,BROOME,,,,,,,,,,,,,,,,
h. W. 36th c. Av. 8,TRUE,H. W. 36TH C. AV. 8,,,W. 36TH C. AV. 8,,,,,start with h,,,,,TC. AV,W 36,8,corner,,,,,,,,,,
"268 Canal, h. 268 Canal",TRUE,H. 268 CANAL,268,CANAL,,268 Canal,268,Canal,,start with h,268,CANAL,,,,,,,,,,,,,,,,
h. 211 Houston,TRUE,H. 211 HOUSTON,211,HOUSTON,,,,,,start with h,211,HOUSTON,,,,,,,,,,,,,,,,
h. 38 First,TRUE,H. 38 1ST,38,FIRST,,,,,,start with h,38,1,,,ST,,,,,,,,,,,,,
"21 Cedar, h. Jersey city",TRUE,H. JERSEY CITY,,,JERSEY CITY,21 Cedar,21,Cedar,,start with h,,,JERSEY CITY,,,,,,,,,,,,,,,
"273 G.wich, h. 114 Leonard",TRUE,H. 114 LEONARD,114,LEONARD,,273 G.wich,273,G.wich,,start with h,,114,LEON,,ARD,,,,,,,,,,,,,
"182 South, h. WÃ¢ÂÂmsburg",TRUE,H. WÃÂÂMSBURG,,,,182 South,182,South,,start with h,,,,,WÃÂÂMSBURG,,,,,,,,,,,,,
"21 Cedar, h. Jersey c",TRUE,H. JERSEY C,,,JERSEY C,21 Cedar,21,Cedar,,start with h,,JERSEY,,,C,,,,,,,,,,,,,
"32 Liberty, h. 128 Adams , Brooklyn",TRUE,"H. 128 ADAMS , BROOKLYN",128,"ADAMS ,",BROOKLYN,32 Liberty,32,Liberty,,start with h,128,ADAMS,BROOKLYN,,",",,,,,,,,,,,,,
"Nassau c. Ann & naval storekeeper , Navy Yard, h. 6 St. MarkÃ¢ÂÂs pl",TRUE,H. 6 ST. MARKÃÂÂS PL,6,ST. MARKÃÂÂS PL,,"Nassau c. Ann & naval storekeeper , Navy Yard",,,"Nassau c. Ann & naval storekeeper , Navy Yard",start with h,,6,,,ST MARKÃÂÂS PL,,,,,,,,,,,,,
"94 Chatham, h. 94 Chatham",TRUE,H. 94 CHATHAM,94,CHATHAM,,94 Chatham,94,Chatham,,start with h,,94,CHATHAM,,,,,,,,,,,,,,,
101 Washington market h. Brooklyn,Assume,101 WASHINGTON MARKET H. BROOKLYN,101,WASHINGTON MARKET H.,BROOKLYN,,,,,h in between,,,BROOKLYN,,,,,,,101,WASHINGTON MARKET,,,,,,,
h. 249 Fifth.,TRUE,H. 249 5TH.,249,FIFTH.,,,,,,start with h,249,5,,,T,,,,,,,,,,,,,
"65 Dey, h. 91 Macdugl",TRUE,H. 91 MACDUGL,91,MACDUGL,,65 Dey,65,Dey,,start with h,,91,,,MACDUGL,,,,,,,,,,,,,
"6 Beaver, h. 15 Jay",TRUE,H. 15 JAY,15,JAY,,6 Beaver,6,Beaver,,start with h,15,JAY,,,,,,,,,,,,,,,,
"118 Warren, h. 31 North Moore",TRUE,H. 31 NORTH MOORE,31,NORTH MOORE,,118 Warren,118,Warren,,start with h,31,MOORE,,,NORTH,,,,,,,,,,,,,
"37 Vesey, h. 37 Vesey",TRUE,H. 37 VESEY,37,VESEY,,37 Vesey,37,Vesey,,start with h,37,VESEY,,,,,,,,,,,,,,,,
h. 146 Lewis,TRUE,H. 146 LEWIS,146,LEWIS,,,,,,start with h,146,LEWIS,,,,,,,,,,,,,,,,
